Ensembl	Gene_Name	PROBE_ID	nuID	Average_lumi	p.value	Fold_Change	q.value	DE	Probes_per_gene	Multiple_probes	Biotype	Chr	Gene_start	Gene_Description
ENSMUSG00000042447	Mios	ILMN_1220980	Eo7X0y9KAwLR06f57Y	8.89	2.9453E-01	1.08	2.4845E-01	0	1	N/A	protein_coding	6	8159222	"missing oocyte, meiosis regulator, homolog (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:2182066]"
ENSMUSG00000022354	Ndufb9	ILMN_2605004	x7NePH.UIiJLoIJ4o4	8.99	2.9462E-01	1.25	2.4845E-01	0	1	N/A	protein_coding	15	58765365	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9 Gene [Source:MGI Symbol;Acc:MGI:1913468]"
ENSMUSG00000020132	Rab21	ILMN_2763867	6e8yZ0UVfV_3wboLmQ	8.89	2.9506E-01	0.91	2.4845E-01	0	1	N/A	protein_coding	10	114726919	"RAB21, member RAS oncogene family Gene [Source:MGI Symbol;Acc:MGI:894308]"
ENSMUSG00000029165	Agbl5	ILMN_2752600	6kK4oCekoN6HuKIh.4	8.89	2.9565E-01	1.06	2.4903E-01	0	1	N/A	protein_coding	5	31191067	ATP/GTP binding protein-like 5 Gene [Source:MGI (curated);Acc:MGI:2441745]
ENSMUSG00000026463	Atp2b4	ILMN_1217742	T_v3CmqGLude_jrgnk	9.09	2.9591E-01	1.05	2.4903E-01	0	2	N/A	protein_coding	1	135599255	"ATPase, Ca++ transporting, plasma membrane 4 Gene [Source:MGI (curated);Acc:MGI:88111]"
ENSMUSG00000022174	Dad1	ILMN_2664628	9WiYl.nh9d.lJGNeRc	8.89	2.9605E-01	0.91	2.4903E-01	0	1	N/A	protein_coding	14	54855154	defender against cell death 1 Gene [Source:MGI (curated);Acc:MGI:101912]
ENSMUSG00000028223	Decr1	ILMN_1235374	rp.n19V01U3nn8Bu0M	9.09	2.9566E-01	0.92	2.4903E-01	0	1	N/A	protein_coding	4	15844387	"2,4-dienoyl CoA reductase 1, mitochondrial Gene [Source:MGI (curated);Acc:MGI:1914710]"
ENSMUSG00000030055	Rab43	ILMN_3155342	rEpVB6Ko3FYBV69EeA	9.09	2.9559E-01	0.96	2.4903E-01	0	1	N/A	protein_coding	6	87738847	"RAB43, member RAS oncogene family Gene [Source:MGI (curated);Acc:MGI:1917084]"
ENSMUSG00000032940	Rbm11	ILMN_2700338	HLp7uD55jhQuxIOOWQ	8.93	2.9595E-01	0.96	2.4903E-01	0	1	N/A	protein_coding	16	75593089	RNA binding motif protein 11 Gene [Source:MGI (curated);Acc:MGI:2447622]
ENSMUSG00000025733	Rhot2	ILMN_2662962	TNVlhtFWiCuVHTNujw	10.13	2.9633E-01	0.97	2.4903E-01	0	3	N/A	protein_coding	17	25975784	"ras homolog gene family, member T2 Gene [Source:MGI Symbol;Acc:MGI:2384892]"
ENSMUSG00000039967	Zfp292	ILMN_1243910	r0sysCUakipLHjB07E	9.09	2.9559E-01	1.09	2.4903E-01	0	2	N/A	protein_coding	4	34750362	zinc finger protein 292 Gene [Source:MGI (curated);Acc:MGI:1353423]
ENSMUSG00000028295	1810030N24Rik	ILMN_1246756	BnAyfel3igdIenrSeU	8.89	2.9744E-01	1.03	2.4947E-01	0	3	N/A	protein_coding	4	34715913	RIKEN cDNA 1810030N24 gene Gene [Source:MGI Symbol;Acc:MGI:1913541]
ENSMUSG00000070372	Capza1	ILMN_2921526	KvqKQL9egPU6SSfdyo	8.94	2.9666E-01	1.09	2.4947E-01	0	1	N/A	protein_coding	3	104625697	"capping protein (actin filament) muscle Z-line, alpha 1 Gene [Source:MGI (curated);Acc:MGI:106227]"
ENSMUSG00000024772	Ehd1	ILMN_2628757	i1HierKk_SXnXeEeys	9.24	2.9677E-01	0.93	2.4947E-01	0	1	N/A	protein_coding	19	6276725	EH-domain containing 1 Gene [Source:MGI (curated);Acc:MGI:1341878]
ENSMUSG00000022790	Igsf11	ILMN_1248796	3R2oLR57hb9jvjCCuA	9.26	2.9698E-01	1.09	2.4947E-01	0	3	N/A	protein_coding	16	38901584	"immunoglobulin superfamily, member 11 Gene [Source:MGI (curated);Acc:MGI:2388477]"
ENSMUSG00000066090	Insl5	ILMN_2608858	WU4KB0kV3vKOZUFX6Q	8.99	2.9652E-01	0.96	2.4947E-01	0	1	N/A	protein_coding	4	102690477	insulin-like 5 Gene [Source:MGI (curated);Acc:MGI:1346085]
ENSMUSG00000032470	Mras	ILMN_1252830	NUBf_7vh4lS9Ut366k	9.56	2.9669E-01	1.06	2.4947E-01	0	1	N/A	protein_coding	9	99285841	muscle and microspikes RAS Gene [Source:MGI (curated);Acc:MGI:1100856]
ENSMUSG00000026273	Mterfd2	ILMN_1236049	TOKrn__6vf6ilcdTXA	10.13	2.9741E-01	0.92	2.4947E-01	0	2	N/A	protein_coding	1	95195788	MTERF domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1918355]
ENSMUSG00000028019	Pdgfc	ILMN_2753912	KqAyizJ0iCRtVIBdhQ	8.94	2.9655E-01	0.97	2.4947E-01	0	1	N/A	protein_coding	3	80840338	"platelet-derived growth factor, C polypeptide Gene [Source:MGI (curated);Acc:MGI:1859631]"
ENSMUSG00000061306	Slc38a10	ILMN_2729743	orXv6FKU5XLy7kb3kU	10.78	2.9686E-01	0.96	2.4947E-01	0	1	N/A	protein_coding	11	119965274	"solute carrier family 38, member 10 Gene [Source:MGI (curated);Acc:MGI:1919305]"
ENSMUSG00000024424	Ttc39c	ILMN_1250576	0nX65TEQO3KAdEI530	9.26	2.9728E-01	1.06	2.4947E-01	0	2	N/A	protein_coding	18	12801853	tetratricopeptide repeat domain 39C Gene [Source:MGI (curated);Acc:MGI:1919997]
ENSMUSG00000041712	Ubr7	ILMN_2730758	KlJc74Kn5MICvVx8FI	8.94	2.9669E-01	1.18	2.4947E-01	0	3	N/A	protein_coding	12	103996177	ubiquitin protein ligase E3 component n-recognin 7 (putative) Gene [Source:MGI Symbol;Acc:MGI:1913872]
ENSMUSG00000039238	Zfp750	ILMN_2641360	cY9LT4vSTUIdnnjWig	8.89	2.9738E-01	0.94	2.4947E-01	0	1	N/A	protein_coding	11	121372292	zinc finger protein 750 Gene [Source:MGI (curated);Acc:MGI:2442210]
ENSMUSG00000038914	Dido1	ILMN_1245250	0SMiDyfb_99ot8.R7E	9.26	2.9846E-01	1.08	2.4997E-01	0	4	N/A	protein_coding	2	180392669	death inducer-obliterator 1 Gene [Source:MGI (curated);Acc:MGI:1344352]
ENSMUSG00000028397	Kdm4c	ILMN_2686994	NWurs.MzP9RJSoCLdE	9.56	2.9848E-01	0.94	2.4997E-01	0	1	N/A	protein_coding	4	73888401	lysine (K)-specific demethylase 4C Gene [Source:MGI (curated);Acc:MGI:1924054]
ENSMUSG00000062901	Klhl24	ILMN_2860242	ZBj_t_ei8usSJ4u66Q	8.99	2.9770E-01	1.06	2.4997E-01	0	2	N/A	protein_coding	16	20097627	kelch-like 24 (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1923035]
ENSMUSG00000034593	Myo5a	ILMN_1254736	ukhnqgsi8hIunvjtPk	10.06	2.9773E-01	1.07	2.4997E-01	0	1	N/A	protein_coding	9	74918822	myosin VA Gene [Source:MGI (curated);Acc:MGI:105976]
ENSMUSG00000002265	Peg3	ILMN_2677270	9Z9SdJf6Yk3gC0ZS7g	8.89	2.9802E-01	0.92	2.4997E-01	0	1	N/A	protein_coding	7	6656603	paternally expressed 3 Gene [Source:MGI (curated);Acc:MGI:104748]
ENSMUSG00000053128	Rnf26	ILMN_2780420	xt9.lVgpph3lCXQlMw	8.99	2.9787E-01	0.96	2.4997E-01	0	1	N/A	protein_coding	9	43874410	ring finger protein 26 Gene [Source:MGI (curated);Acc:MGI:2388131]
ENSMUSG00000028274	Rngtt	ILMN_2750669	QjLQvnggBa9TVLOd0A	9.09	2.9822E-01	1.04	2.4997E-01	0	2	N/A	protein_coding	4	33397286	RNA guanylyltransferase and 5'-phosphatase Gene [Source:MGI (curated);Acc:MGI:1329041]
ENSMUSG00000027651	Rprd1b	ILMN_1256682	xV_.B8LgH.tXiL43po	8.99	2.9795E-01	0.93	2.4997E-01	0	1	N/A	protein_coding	2	157854231	regulation of nuclear pre-mRNA domain containing 1B Gene [Source:MGI (curated);Acc:MGI:1917720]
ENSMUSG00000068923	Syt11	ILMN_1233402	WdlNJ6jRFHLV7X8FTo	10.06	2.9833E-01	0.96	2.4997E-01	0	3	N/A	protein_coding	3	88548622	synaptotagmin XI Gene [Source:MGI (curated);Acc:MGI:1859547]
ENSMUSG00000071285	Zfp87	ILMN_2992836	Zf7gwInV3E1L3dHefU	8.99	2.9826E-01	0.91	2.4997E-01	0	2	N/A	protein_coding	13	67616720	zinc finger protein 87 Gene [Source:MGI Symbol;Acc:MGI:107768]
ENSMUSG00000024389	Bat4	ILMN_2996046	KiItXYvlEeLSKiBIKQ	8.94	2.9860E-01	0.94	2.5058E-01	0	1	N/A	protein_coding	17	35259931	HLA-B associated transcript 4 Gene [Source:MGI Symbol;Acc:MGI:2148975]
ENSMUSG00000060002	Chpt1	ILMN_2740149	ioQHfndXyqBz_NOvuE	9.24	2.9936E-01	1.07	2.5058E-01	0	3	N/A	protein_coding	10	87915490	choline phosphotransferase 1 Gene [Source:MGI (curated);Acc:MGI:2384841]
ENSMUSG00000025155	Dus1l	ILMN_1235751	Tl.HSoN13_ESCBe_O0	10.13	2.9916E-01	1.08	2.5058E-01	0	2	N/A	protein_coding	11	120650515	dihydrouridine synthase 1-like (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1915980]
ENSMUSG00000042474	Faim3	ILMN_1221820	3ckb.XzKNXtOmztcxU	9.26	2.9854E-01	0.96	2.5058E-01	0	1	N/A	protein_coding	1	132762246	Fas apoptotic inhibitory molecule 3 Gene [Source:MGI (curated);Acc:MGI:1916419]
ENSMUSG00000020598	Nrcam	ILMN_1245780	9dIpV917QZDgdf78Lc	8.89	2.9914E-01	0.91	2.5058E-01	0	1	N/A	protein_coding	12	45429971	neuron-glia-CAM-related cell adhesion molecule Gene [Source:MGI Symbol;Acc:MGI:104750]
ENSMUSG00000055254	Ntrk2	ILMN_3061460	ooAVi1_ECEohndD_ik	10.78	2.9878E-01	1.10	2.5058E-01	0	3	N/A	protein_coding	13	58909261	"neurotrophic tyrosine kinase, receptor, type 2 Gene [Source:MGI Symbol;Acc:MGI:97384]"
ENSMUSG00000078601	RP23-27B23.5	ILMN_3005873	BIXu0FMSQKSFUwYbVE	8.89	2.9940E-01	1.05	2.5058E-01	0	2	N/A	processed_transcript	3	108164469	N/A
ENSMUSG00000029600	1110008J03Rik	ILMN_2646001	xAZdRquUa4o6lM_1y0	8.99	2.9989E-01	0.94	2.5105E-01	0	3	N/A	protein_coding	5	121044314	RIKEN cDNA 1110008J03 gene Gene [Source:MGI Symbol;Acc:MGI:1922021]
ENSMUSG00000031229	Atrx	ILMN_2929300	f7IJRgSzhpLij0l34I	8.89	2.9955E-01	0.94	2.5105E-01	0	2	N/A	protein_coding	X	102992954	alpha thalassemia/mental retardation syndrome X-linked homolog (human) Gene [Source:MGI (curated);Acc:MGI:103067]
ENSMUSG00000002602	Axl	ILMN_2651715	TfiUtVzl73gu6HeuXU	10.13	2.9994E-01	0.91	2.5105E-01	0	1	N/A	protein_coding	7	26542292	AXL receptor tyrosine kinase Gene [Source:MGI (curated);Acc:MGI:1347244]
ENSMUSG00000004815	Dgkq	ILMN_2972541	HlLS5Il917u08fp_6E	8.93	3.0034E-01	0.93	2.5105E-01	0	1	N/A	protein_coding	5	109075712	"diacylglycerol kinase, theta Gene [Source:MGI (curated);Acc:MGI:102918]"
ENSMUSG00000043099	Hic1	ILMN_2729197	ltV1316rVaFMz8_TmU	8.94	3.0004E-01	0.92	2.5105E-01	0	1	N/A	protein_coding	11	74978067	hypermethylated in cancer 1 Gene [Source:MGI (curated);Acc:MGI:1338010]
ENSMUSG00000031878	Nae1	ILMN_2955362	Zy6ztEB95B.UvsgwkU	8.99	3.0013E-01	1.08	2.5105E-01	0	3	N/A	protein_coding	8	107034928	NEDD8 activating enzyme E1 subunit 1 Gene [Source:MGI (curated);Acc:MGI:2384561]
ENSMUSG00000059146	Ntrk3	ILMN_2599036	0jTctU0HRzMzigXitQ	9.26	3.0021E-01	0.88	2.5105E-01	0	4	N/A	protein_coding	7	85337248	"neurotrophic tyrosine kinase, receptor, type 3 Gene [Source:MGI (curated);Acc:MGI:97385]"
ENSMUSG00000039007	Pgcp	ILMN_2710121	NeQVdDtFCt.LDogoHg	8.94	2.9989E-01	1.05	2.5105E-01	0	1	N/A	protein_coding	15	33012899	plasma glutamate carboxypeptidase Gene [Source:MGI Symbol;Acc:MGI:1889205]
ENSMUSG00000003526	Prodh	ILMN_2908406	o5UKf.OVCmo.TS6EnU	9.56	2.9979E-01	1.05	2.5105E-01	0	1	N/A	protein_coding	16	18060450	proline dehydrogenase Gene [Source:MGI (curated);Acc:MGI:97770]
ENSMUSG00000031015	Swap70	ILMN_2727273	3zASgrhU7pEgiuodLI	9.19	3.0015E-01	1.04	2.5105E-01	0	3	N/A	protein_coding	7	117365275	SWA-70 protein Gene [Source:MGI Symbol;Acc:MGI:1298390]
ENSMUSG00000033933	Vhl	ILMN_2518546	0WN3t3AI7jv7vPSegs	9.26	2.9995E-01	1.12	2.5105E-01	0	1	N/A	protein_coding	6	113573953	von Hippel-Lindau syndrome Gene [Source:MGI (curated);Acc:MGI:103223]
ENSMUSG00000039100	March6	ILMN_2745741	l7Xbqj8_5ME.nKuExI	8.94	3.0130E-01	1.06	2.5138E-01	0	1	N/A	protein_coding	15	31385654	membrane-associated ring finger (C3HC4) 6 Gene [Source:MGI Symbol;Acc:MGI:2442773]
ENSMUSG00000045411	2410002F23Rik	ILMN_2629648	E6Py6KriupJXoH3l9s	8.89	3.0137E-01	1.10	2.5138E-01	0	2	N/A	protein_coding	7	51502092	RIKEN cDNA 2410002F23 gene Gene [Source:MGI Symbol;Acc:MGI:1914226]
ENSMUSG00000052374	Actn2	ILMN_3163481	3QVCQoqIS7q4kq4kpM	9.26	3.0139E-01	1.10	2.5138E-01	0	2	N/A	protein_coding	13	12361693	actinin alpha 2 Gene [Source:MGI (curated);Acc:MGI:109192]
ENSMUSG00000026755	Arpc5l	ILMN_2626260	3eeTQwJ36fPLc9Nmu4	9.26	3.0121E-01	1.10	2.5138E-01	0	1	N/A	protein_coding	2	38863596	"actin related protein 2/3 complex, subunit 5-like Gene [Source:MGI (curated);Acc:MGI:1921442]"
ENSMUSG00000036403	Cep135	ILMN_2624574	BX_Qw.nky_LEqYfHdU	8.89	3.0116E-01	0.93	2.5138E-01	0	1	N/A	protein_coding	5	77017723	centrosomal protein 135 Gene [Source:MGI (curated);Acc:MGI:2681869]
ENSMUSG00000032526	Deb1	ILMN_2652971	coXmKF4rs4Sa7T7QQw	8.89	3.0112E-01	0.94	2.5138E-01	0	1	N/A	protein_coding	9	121619516	differentially expressed in B16F10 1 Gene [Source:MGI Symbol;Acc:MGI:1349474]
ENSMUSG00000070354	Evi2b	ILMN_3125939	07_73iEotd6yV6e16Q	9.26	3.0131E-01	0.95	2.5138E-01	0	2	N/A	protein_coding	11	79326887	ecotropic viral integration site 2b Gene [Source:MGI (curated);Acc:MGI:1890682]
ENSMUSG00000033319	Fem1c	ILMN_2641669	KRSTU8n4zT51T6cCT4	8.94	3.0064E-01	1.05	2.5138E-01	0	2	N/A	protein_coding	18	46663476	fem-1 homolog c (C.elegans) Gene [Source:MGI Symbol;Acc:MGI:2444737]
ENSMUSG00000025777	Gdap1	ILMN_2900962	TrHlPM5f_PdCHrgefk	10.06	3.0092E-01	1.09	2.5138E-01	0	2	N/A	protein_coding	1	17135443	ganglioside-induced differentiation-associated-protein 1 Gene [Source:MGI (curated);Acc:MGI:1338002]
ENSMUSG00000043004	Gng2	ILMN_3143604	B9V7d4diDApOJRRFSc	8.89	3.0109E-01	0.91	2.5138E-01	0	2	N/A	protein_coding	14	20691781	"guanine nucleotide binding protein (G protein), gamma 2 Gene [Source:MGI (curated);Acc:MGI:102705]"
ENSMUSG00000053164	Gpr21	ILMN_1246464	Kk24k7uSw4TxLnf3qU	8.94	3.0144E-01	1.08	2.5138E-01	0	1	N/A	protein_coding	2	37371852	G protein-coupled receptor 21 Gene [Source:MGI (curated);Acc:MGI:2441890]
ENSMUSG00000022575	Gsdmd	ILMN_2748928	WINVUrkeoFBt3jVRC4	10.09	3.0133E-01	0.93	2.5138E-01	0	3	N/A	protein_coding	15	75692769	gasdermin D Gene [Source:MGI Symbol;Acc:MGI:1916396]
ENSMUSG00000039108	Lsm14b	ILMN_2613313	6gpBHEtJKILgX7sUl4	8.89	3.0134E-01	1.06	2.5138E-01	0	3	N/A	protein_coding	2	179759692	"LSM14 homolog B (SCD6, S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:3040677]"
ENSMUSG00000022329	Stk3	ILMN_2958410	6k5uJSlc7UEu.9eEHo	8.89	3.0076E-01	0.95	2.5138E-01	0	1	N/A	protein_coding	15	34805251	"serine/threonine kinase 3 (Ste20, yeast homolog) Gene [Source:MGI (curated);Acc:MGI:1928487]"
ENSMUSG00000027940	Tpm3	ILMN_2444316	fSNIeOhSBeC7eLnngg	8.93	3.0134E-01	1.07	2.5138E-01	0	2	N/A	protein_coding	3	89876571	"tropomyosin 3, gamma Gene [Source:MGI (curated);Acc:MGI:1890149]"
ENSMUSG00000037072	Sep15	ILMN_1249836	EneSd_Y336Evw3nVHo	8.89	3.0207E-01	0.92	2.5192E-01	0	2	N/A	protein_coding	3	144233268	selenoprotein Gene [Source:MGI (curated);Acc:MGI:1927947]
ENSMUSG00000072972	Adam4	ILMN_1249290	xe1WuANVF_Nfou86Ss	8.99	3.0243E-01	0.96	2.5192E-01	0	2	N/A	protein_coding	12	82520541	a disintegrin and metallopeptidase domain 4 Gene [Source:MGI Symbol;Acc:MGI:104731]
ENSMUSG00000024740	Ddb1	ILMN_2620930	Hsr7q7qivisioIq2Io	9.24	3.0218E-01	1.08	2.5192E-01	0	1	N/A	protein_coding	19	10680058	damage specific DNA binding protein 1 Gene [Source:MGI Symbol;Acc:MGI:1202384]
ENSMUSG00000042323	Pbrm1	ILMN_1225027	EVCAi7C6EQnuXkTJ7k	8.89	3.0158E-01	1.08	2.5192E-01	0	3	N/A	protein_coding	14	31832324	polybromo 1 Gene [Source:MGI (curated);Acc:MGI:1923998]
ENSMUSG00000020175	Rab36	ILMN_1237019	HB0kulATSImeFzdXvY	8.93	3.0217E-01	1.09	2.5192E-01	0	1	N/A	protein_coding	10	74499803	"RAB36, member RAS oncogene family Gene [Source:MGI (curated);Acc:MGI:1924127]"
ENSMUSG00000009535	Rnmt	ILMN_2759335	WSOp70jG3KXtES7OdI	8.99	3.0177E-01	0.96	2.5192E-01	0	1	N/A	protein_coding	18	68460009	RNA (guanine-7-) methyltransferase Gene [Source:MGI (curated);Acc:MGI:1915147]
ENSMUSG00000028843	Sh3bgrl3	ILMN_2625351	0lFjXNScnfRSl_wUHU	9.26	3.0188E-01	0.92	2.5192E-01	0	1	N/A	protein_coding	4	133683321	SH3 domain binding glutamic acid-rich protein-like 3 Gene [Source:MGI (curated);Acc:MGI:1920973]
ENSMUSG00000031993	Snx19	ILMN_2691536	o99qDc3peui55UL9Ro	9.56	3.0230E-01	0.95	2.5192E-01	0	2	N/A	protein_coding	9	30234693	sorting nexin 19 Gene [Source:MGI Symbol;Acc:MGI:1921581]
ENSMUSG00000019487	Trip10	ILMN_1213117	HASonipxuVF3xdYtEc	8.93	3.0186E-01	0.95	2.5192E-01	0	1	N/A	protein_coding	17	57388925	thyroid hormone receptor interactor 10 Gene [Source:MGI Symbol;Acc:MGI:2146901]
ENSMUSG00000059252	AC160125.1	ILMN_2858106	rJI8JE1_cP0MHFL.88	9.09	3.0306E-01	1.06	2.5248E-01	0	1	N/A	protein_coding	9	37504023	MCG49917Putative uncharacterized protein Gm6790 ; [Source:UniProtKB/TrEMBL;Acc:D3YY04]
ENSMUSG00000031996	Aplp2	ILMN_1216689	xpXJbl21RzkSPgH0XE	8.99	3.0331E-01	1.05	2.5248E-01	0	1	N/A	protein_coding	9	30957143	amyloid beta (A4) precursor-like protein 2 Gene [Source:MGI Symbol;Acc:MGI:88047]
ENSMUSG00000028035	Dnajb4	ILMN_2619611	fhRalfL3Ylj5ceLd84	8.89	3.0318E-01	0.93	2.5248E-01	0	2	N/A	protein_coding	3	151841475	"DnaJ (Hsp40) homolog, subfamily B, member 4 Gene [Source:MGI (curated);Acc:MGI:1914285]"
ENSMUSG00000028943	Espn	ILMN_3107059	0LndkBV57ZegALlQnk	9.26	3.0297E-01	0.95	2.5248E-01	0	1	N/A	protein_coding	4	151494440	espin Gene [Source:MGI (curated);Acc:MGI:1861630]
ENSMUSG00000024986	Hhex	ILMN_1245731	cIkfp1a7e98QkIy_MI	8.89	3.0304E-01	0.95	2.5248E-01	0	1	N/A	protein_coding	19	37509331	hematopoietically expressed homeobox Gene [Source:MGI (curated);Acc:MGI:96086]
ENSMUSG00000026442	Nfasc	ILMN_2620223	xRTQkkoiY4SXroc6YI	8.99	3.0301E-01	1.04	2.5248E-01	0	4	N/A	protein_coding	1	134466568	neurofascin Gene [Source:MGI Symbol;Acc:MGI:104753]
ENSMUSG00000031691	Tnpo2	ILMN_2464553	iequ_5KH8.33mOeyXU	9.24	3.0255E-01	0.92	2.5248E-01	0	1	N/A	protein_coding	8	87560814	"transportin 2 (importin 3, karyopherin beta 2b) Gene [Source:MGI Symbol;Acc:MGI:2384849]"
ENSMUSG00000020561	Twistnb	ILMN_2466121	xvEivkjvEjtGUSggEg	8.99	3.0316E-01	0.93	2.5248E-01	0	2	N/A	protein_coding	12	34114509	TWIST neighbor Gene [Source:MGI Symbol;Acc:MGI:106292]
ENSMUSG00000038094	Atp13a4	ILMN_2721169	N7XEkFa7_IkOKJB.go	8.94	3.0425E-01	0.95	2.5298E-01	0	1	N/A	protein_coding	16	29396131	ATPase type 13A4 Gene [Source:MGI Symbol;Acc:MGI:1924456]
ENSMUSG00000029763	Exoc4	ILMN_1222773	QnU3EeKfLqymujz.d8	9.09	3.0396E-01	0.93	2.5298E-01	0	1	N/A	protein_coding	6	33199085	exocyst complex component 4 Gene [Source:MGI (curated);Acc:MGI:1096376]
ENSMUSG00000038039	Gcc2	ILMN_3003335	BrivtjfXAe4O4s5Umk	8.89	3.0394E-01	1.06	2.5298E-01	0	1	N/A	protein_coding	10	57718245	GRIP and coiled-coil domain containing 2 Gene [Source:MGI (curated);Acc:MGI:1917547]
ENSMUSG00000021360	Gcnt2	ILMN_2609197	uQSdSYCht7RTe48afk	10.06	3.0351E-01	1.04	2.5298E-01	0	2	N/A	protein_coding	13	40955501	"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme Gene [Source:MGI Symbol;Acc:MGI:1100870]"
ENSMUSG00000031161	Hdac6	ILMN_2770180	HcoKJ4jRCjhPgohBqk	8.93	3.0442E-01	1.09	2.5298E-01	0	1	N/A	protein_coding	X	7507246	histone deacetylase 6 Gene [Source:MGI (curated);Acc:MGI:1333752]
ENSMUSG00000038080	Kdm1b	ILMN_2632778	cn_7nP0LMLiw.3VHi4	8.89	3.0356E-01	0.96	2.5298E-01	0	2	N/A	protein_coding	13	47138868	lysine (K)-specific demethylase 1B Gene [Source:MGI (curated);Acc:MGI:2145261]
ENSMUSG00000014602	Kif1a	ILMN_2965896	0I5q3i_Al9aH1LpUhQ	9.26	3.0408E-01	1.06	2.5298E-01	0	1	N/A	protein_coding	1	94914858	kinesin family member 1A Gene [Source:MGI Symbol;Acc:MGI:108391]
ENSMUSG00000030653	Pde2a	ILMN_2740407	H9ClM1M7lVapdKId1Q	8.93	3.0417E-01	1.07	2.5298E-01	0	1	N/A	protein_coding	7	108570439	"phosphodiesterase 2A, cGMP-stimulated Gene [Source:MGI Symbol;Acc:MGI:2446107]"
ENSMUSG00000063849	Ppcdc	ILMN_1254386	60j9US3seIsqkYEreo	9.19	3.0398E-01	1.09	2.5298E-01	0	1	N/A	protein_coding	9	57260475	phosphopantothenoylcysteine decarboxylase Gene [Source:MGI Symbol;Acc:MGI:1914062]
ENSMUSG00000041133	Smc1a	ILMN_2610835	BhZRBecSl7COShNAeU	8.89	3.0435E-01	1.06	2.5298E-01	0	2	N/A	protein_coding	X	148450971	structural maintenance of chromosomes 1A Gene [Source:MGI (curated);Acc:MGI:1344345]
ENSMUSG00000028331	5830415F09Rik	ILMN_1223695	c2t7sWWgneYoWX.ffQ	8.89	3.0468E-01	1.05	2.5338E-01	0	2	N/A	protein_coding	4	46389377	RIKEN cDNA 5830415F09 gene Gene [Source:MGI Symbol;Acc:MGI:1922003]
ENSMUSG00000055862	9030607L17Rik	ILMN_1256705	WNxSxiFN15JB5Gh1Rs	8.99	3.0512E-01	1.05	2.5338E-01	0	2	N/A	protein_coding	10	80165438	RIKEN cDNA 9030607L17 gene Gene [Source:MGI Symbol;Acc:MGI:1918814]
ENSMUSG00000031960	Aars	ILMN_1258394	ZSXin8reSKCgl.3eSA	8.99	3.0511E-01	1.08	2.5338E-01	0	2	N/A	protein_coding	8	113557044	alanyl-tRNA synthetase Gene [Source:MGI (curated);Acc:MGI:2384560]
ENSMUSG00000070035	AC136516.1	ILMN_2879506	Zb9fuB7B4gCSdErep0	8.99	3.0464E-01	1.08	2.5338E-01	0	4	N/A	protein_coding	7	79817704	Uncharacterized protein C12orf41 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q8BQR4]
ENSMUSG00000026003	Acadl	ILMN_2689473	lSiDf9dok4T.Woi7Cg	8.94	3.0523E-01	1.06	2.5338E-01	0	2	N/A	protein_coding	1	66877413	"acyl-Coenzyme A dehydrogenase, long-chain Gene [Source:MGI (curated);Acc:MGI:87866]"
ENSMUSG00000032291	Crabp1	ILMN_1227671	cM8pBVP9VOE__y7XVc	8.89	3.0469E-01	0.93	2.5338E-01	0	1	N/A	protein_coding	9	54612555	cellular retinoic acid binding protein I Gene [Source:MGI (curated);Acc:MGI:88490]
ENSMUSG00000074869	CT030657.1	ILMN_3095257	3XfR_hCNaA5PhTDSgM	9.27	3.0454E-01	1.06	2.5338E-01	0	1	N/A	pseudogene	13	61767505	N/A
ENSMUSG00000064068	Mtx1	ILMN_2724919	Nm9e9UoeH.cduT1J7U	9.56	3.0522E-01	0.96	2.5338E-01	0	3	N/A	protein_coding	3	89013003	metaxin 1 Gene [Source:MGI (curated);Acc:MGI:103025]
ENSMUSG00000032420	Nt5e	ILMN_2636285	oQUewpMdK0ITiCFJKE	10.78	3.0470E-01	1.05	2.5338E-01	0	2	N/A	protein_coding	9	88222471	"5' nucleotidase, ecto Gene [Source:MGI Symbol;Acc:MGI:99782]"
ENSMUSG00000026833	Olfm1	ILMN_3091574	KQkrooiUwkk3JSkvQo	8.94	3.0469E-01	1.09	2.5338E-01	0	2	N/A	protein_coding	2	28048512	olfactomedin 1 Gene [Source:MGI (curated);Acc:MGI:1860437]
ENSMUSG00000035268	Pkig	ILMN_3090728	oh4x8pUoDA566.u4ek	9.56	3.0463E-01	1.15	2.5338E-01	0	1	N/A	protein_coding	2	163484122	"protein kinase inhibitor, gamma Gene [Source:MGI (curated);Acc:MGI:1343086]"
ENSMUSG00000053604	Rpia	ILMN_2693985	uSap7LhurEB1K4mIOQ	10.06	3.0546E-01	1.11	2.5338E-01	0	1	N/A	protein_coding	6	70715714	ribose 5-phosphate isomerase A Gene [Source:MGI (curated);Acc:MGI:103254]
